track_id,track_name,artist_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability,valence,energy,acousticness,instrumentalness,liveness,speechiness
156,Un Finde | Crossover #2,"Big One, Fmk, Ke Personajes",3,2023.0,4,4,561,14,142095275.0,4,14,12,5,56.0,192.0,B,Major,50.0,85.0,52.0,11.0,0,28,6.0
157,Jimmy Cooks,"Drake, 21 Savage",2,2022.0,6,17,5871,27,618885532.0,81,121,58,1,34.0,163.0,C,Major,54.0,40.0,67.0,0.0,0,9,17.0
158,Counting Stars,Onerepublic,1,2013.0,1,1,29215,43,2011464183.0,179,97,3394,11,153.0,122.0,C#,Minor,66.0,48.0,71.0,6.0,0,12,4.0
159,Ghost,Justin Bieber,1,2021.0,3,19,5866,24,1167330737.0,107,38,95,0,0.0,154.0,D,Major,61.0,41.0,74.0,21.0,0,40,6.0
160,Under The Influence,Chris Brown,1,2019.0,10,4,3859,26,929964809.0,133,181,3,0,0.0,117.0,A,Minor,73.0,31.0,69.0,6.0,0,11,4.0
161,Prc,"Natanael Cano, Peso Pluma",2,2023.0,1,23,961,26,436027885.0,19,143,10,6,15.0,138.0,G,Minor,78.0,89.0,83.0,10.0,0,12,5.0
162,Gasolina,Daddy Yankee,1,2004.0,7,13,6457,18,657723613.0,98,95,453,0,454.0,96.0,C,Major,86.0,74.0,80.0,33.0,0,8,6.0
163,One Dance,"Drake, Wizkid, Kyla",3,2016.0,4,4,43257,24,2713922350.0,433,107,3631,0,26.0,104.0,C#,Major,77.0,36.0,63.0,1.0,0,36,5.0
164,Enchanted,Taylor Swift,1,2010.0,1,1,4564,16,621660989.0,24,101,113,0,40.0,164.0,G#,Major,45.0,24.0,62.0,8.0,0,16,3.0
165,Save Your Tears,The Weeknd,1,2020.0,3,20,12688,13,1591223784.0,197,115,112,0,200.0,118.0,C,Major,68.0,61.0,82.0,2.0,0,50,3.0
166,Sure Thing,Miguel,1,2010.0,5,25,13801,19,950906471.0,137,125,435,6,285.0,81.0,B,Minor,68.0,51.0,60.0,3.0,0,19,10.0
167,Every Breath You Take,The Police,1,1983.0,1,6,22439,19,1593270737.0,211,74,929,0,129.0,117.0,C#,Major,82.0,73.0,45.0,54.0,0,7,3.0
168,The Night We Met,Lord Huron,1,2015.0,2,2,18515,35,1410088830.0,70,82,939,1,162.0,174.0,D,Major,45.0,10.0,37.0,97.0,25,64,4.0
169,We Found Love,"Rihanna, Calvin Harris",2,2011.0,1,1,36843,21,1235005533.0,321,91,4607,1,58.0,128.0,C#,Major,73.0,60.0,77.0,3.0,0,11,4.0
170,When I Was Your Man,Bruno Mars,1,2012.0,12,5,2420,11,1661187319.0,0,0,806,0,0.0,145.0,C,Major,60.0,43.0,27.0,94.0,0,14,4.0
171,Let Me Down Slowly,Alec Benjamin,1,2018.0,5,25,5897,19,1374581173.0,0,0,885,0,0.0,150.0,C#,Minor,65.0,51.0,55.0,73.0,0,14,3.0
172,Am I Dreaming,"A$Ap Rocky, Metro Boomin, Roisee",3,2023.0,6,2,727,16,94186466.0,17,60,28,1,44.0,90.0,A,Minor,60.0,13.0,53.0,4.0,0,21,4.0
173,Do I Wanna Know?,Arctic Monkeys,1,2013.0,1,1,33783,26,1788326445.0,133,92,2733,1,26.0,85.0,F,Major,55.0,42.0,53.0,17.0,0,22,3.0
174,Demons,Imagine Dragons,1,2012.0,1,1,26694,13,1840364617.0,65,82,3425,4,13.0,180.0,D#,Major,33.0,38.0,71.0,20.0,0,28,5.0
175,Idol,Yoasobi,1,2023.0,4,12,356,16,143573775.0,35,102,8,1,117.0,166.0,C#,Major,57.0,84.0,94.0,11.0,0,37,9.0
176,Reminder,The Weeknd,1,2016.0,11,25,6518,17,684675814.0,45,85,238,1,47.0,160.0,G#,Major,71.0,40.0,50.0,16.0,0,16,22.0
177,Shake It Off,Taylor Swift,1,2014.0,1,1,21335,13,1113838873.0,328,70,1378,9,20.0,160.0,G,Major,65.0,95.0,80.0,5.0,0,41,16.0
178,Why'D You Only Call Me When You'Re High?,Arctic Monkeys,1,2013.0,1,1,23389,29,1267333350.0,54,70,1089,2,1.0,92.0,D,Major,70.0,81.0,63.0,4.0,0,8,4.0
179,Snap,Rosa Linn,1,2022.0,3,19,3202,18,726307468.0,148,80,226,24,0.0,170.0,C,Major,56.0,53.0,64.0,11.0,0,45,6.0
180,Shape Of You,Ed Sheeran,1,2017.0,1,6,32181,10,3562543890.0,33,0,6808,7,0.0,96.0,C#,Minor,83.0,93.0,65.0,58.0,0,9,8.0
181,Night Changes,One Direction,1,2014.0,11,17,7124,18,1131090940.0,60,20,2,0,0.0,120.0,G#,Major,67.0,40.0,52.0,86.0,0,12,4.0
182,Fin De Semana,"Oscar Maydon, Junior H",2,2023.0,1,13,592,14,307370144.0,11,84,6,1,30.0,98.0,C,Major,70.0,37.0,54.0,6.0,0,9,8.0
183,Creep,Radiohead,1,1992.0,9,21,36724,7,1271293243.0,146,72,6807,5,80.0,92.0,G,Major,53.0,12.0,34.0,1.0,0,12,4.0
184,Car'S Outside,James Arthur,1,2019.0,10,18,794,10,265882712.0,38,25,61,0,263.0,150.0,A,Major,34.0,24.0,56.0,4.0,0,11,3.0
185,Apocalypse,Cigarettes After Sex,1,2017.0,3,21,13091,17,841749534.0,61,96,790,2,116.0,94.0,F,Major,37.0,17.0,47.0,2.0,46,11,3.0
186,Cheques,Shubh,1,2023.0,5,19,67,8,47956378.0,7,10,0,0,57.0,90.0,E,Minor,74.0,36.0,63.0,26.0,0,27,5.0
187,Pink + White,Frank Ocean,1,2016.0,8,20,21574,30,806397070.0,112,68,266,1,39.0,160.0,A,Major,54.0,54.0,55.0,67.0,0,42,11.0
188,Circles,Post Malone,1,2019.0,8,30,19664,16,2132335812.0,391,73,633,3,37.0,120.0,C,Major,70.0,59.0,75.0,24.0,0,9,4.0
189,Just The Way You Are,Bruno Mars,1,2010.0,1,1,21106,13,1641426668.0,82,0,2946,0,0.0,109.0,F,Major,63.0,46.0,85.0,1.0,0,9,5.0
190,Take Me To Church,Hozier,1,2013.0,9,13,23804,31,2135158446.0,187,99,4623,1,0.0,129.0,E,Minor,57.0,41.0,66.0,63.0,0,12,5.0
191,Bebe Dame,"Fuerza Regida, Grupo Frontera",2,2022.0,12,16,849,22,367316268.0,27,129,21,7,111.0,157.0,G,Major,54.0,75.0,60.0,30.0,0,7,5.0
192,You Belong With Me,Taylor Swift,1,2021.0,4,9,2619,12,350381515.0,47,90,1,0,7.0,130.0,F#,Major,63.0,49.0,73.0,5.0,0,9,3.0
193,Titi Me Preguntó,Bad Bunny,1,2022.0,5,6,9037,42,1264310836.0,124,133,139,14,166.0,107.0,F,Minor,65.0,19.0,72.0,10.0,0,13,25.0
194,Better Than Revenge,Taylor Swift,1,2023.0,7,7,86,11,30343206.0,3,33,3,0,1.0,146.0,B,Minor,50.0,67.0,89.0,0.0,0,19,8.0
195,Shut Up My Moms Calling,Hotel Ugly,1,2020.0,2,10,1788,14,405136812.0,1,50,19,0,19.0,139.0,A,Minor,48.0,37.0,41.0,32.0,0,10,10.0
196,Have You Ever Seen The Rain?,Creedence Clearwater Revival,1,1968.0,7,1,15890,14,1145727611.0,71,37,653,0,167.0,116.0,C,Major,74.0,76.0,70.0,7.0,0,13,3.0
197,Es Un Secreto,Plan B,1,2010.0,7,20,492,36,540654286.0,4,3,19,0,0.0,95.0,F#,Minor,84.0,52.0,77.0,12.0,0,7,4.0
198,Polaris,"Feid, Mora, Saiko, Quevedo",4,2023.0,6,8,773,33,57312735.0,20,46,21,8,99.0,170.0,G#,Minor,62.0,55.0,80.0,15.0,0,37,7.0
199,Ditto,Newjeans,1,2022.0,12,19,1154,22,397582059.0,28,125,11,1,51.0,134.0,F#,Minor,81.0,18.0,64.0,3.0,0,10,11.0
200,Take On Me,A-Ha,1,1984.0,10,19,44927,17,1479115056.0,34,0,5108,6,0.0,84.0,F#,Minor,57.0,86.0,90.0,2.0,0,9,5.0
201,Annihilate,"Swae Lee, Lil Wayne, Offset, Metro Boomin",4,2023.0,6,2,551,4,86773632.0,13,46,20,1,10.0,146.0,B,Minor,61.0,20.0,48.0,21.0,0,12,6.0
202,Angel Pt 1,"Kodak Black, Nle Choppa, Muni Long, Jvke, Jimin",5,2023.0,5,1,577,14,133753727.0,22,18,15,1,0.0,74.0,A#,Minor,53.0,24.0,67.0,11.0,0,10,28.0
203,Acróstico,Shakira,1,2023.0,5,11,955,29,123124076.0,37,50,79,11,31.0,144.0,B,Major,75.0,35.0,48.0,84.0,0,10,12.0
204,Amg,"Natanael Cano, Gabito Ballesteros, Peso Pluma",3,2022.0,11,24,995,19,463564958.0,12,117,9,5,3.0,136.0,B,Minor,77.0,79.0,73.0,15.0,0,27,10.0
205,Phir Aur Kya Chahiye,"Arijit Singh, Sachin-Jigar, Amitabh Bhattacharya",3,2023.0,5,15,178,6,64533040.0,6,71,1,0,31.0,100.0,E,Major,56.0,53.0,55.0,53.0,0,12,4.0
206,S-Class,Stray Kids,1,2023.0,6,2,290,19,65496046.0,9,101,5,0,73.0,105.0,F,Minor,89.0,67.0,78.0,9.0,0,7,33.0
207,Hits Different,Taylor Swift,1,2023.0,5,26,547,0,68616963.0,15,15,6,0,0.0,106.0,F,Major,67.0,24.0,78.0,15.0,0,30,4.0
208,Chanel,"Becky G, Peso Pluma",2,2023.0,3,30,681,10,161460990.0,15,92,21,2,26.0,132.0,D,Major,85.0,53.0,68.0,40.0,0,9,4.0
209,Self Love,"Metro Boomin, Coi Leray",2,2023.0,6,2,332,5,70106975.0,18,41,5,0,19.0,120.0,A,Major,78.0,5.0,30.0,21.0,0,13,5.0
210,Area Codes,Kaliii,1,2023.0,3,17,1197,13,113509496.0,44,34,25,1,171.0,155.0,C#,Major,82.0,51.0,39.0,2.0,0,9,49.0
211,Abcdario,"Junior H, Eden Muñoz",2,2023.0,5,13,262,5,89933133.0,8,60,4,1,109.0,129.0,G#,Major,70.0,42.0,43.0,78.0,0,11,3.0
212,Obsessed,"Abhijay Sharma, Riar Saab",2,2022.0,9,29,161,6,71007139.0,10,79,2,0,42.0,135.0,F,Minor,80.0,85.0,74.0,62.0,0,8,9.0
213,Pişman Değilim,"Semicenk, Doğu Swag",2,2023.0,6,2,185,3,43522589.0,5,6,4,1,33.0,98.0,A#,Minor,73.0,45.0,62.0,28.0,0,13,13.0
214,Flower,Jisoo,1,2023.0,3,31,839,18,232896922.0,20,110,20,0,69.0,124.0,A,Minor,84.0,64.0,39.0,3.0,0,11,4.0
215,All The Way Live,"Future, Lil Uzi Vert, Metro Boomin",3,2023.0,6,2,259,0,37126685.0,5,17,5,0,0.0,135.0,A,Minor,77.0,28.0,55.0,18.0,0,22,15.0
216,Eyes Closed,Ed Sheeran,1,2023.0,3,23,2915,30,195576623.0,116,69,107,3,675.0,107.0,D,Major,78.0,39.0,53.0,30.0,0,11,6.0
217,Escapism.,"Raye, 070 Shake",2,2022.0,10,12,5129,25,532336353.0,116,84,114,18,348.0,96.0,D,Major,54.0,25.0,74.0,14.0,0,9,11.0
218,La Jumpa,"Arcangel, Bad Bunny",2,2022.0,11,30,3794,34,538115192.0,47,77,53,10,8.0,123.0,G#,Major,71.0,58.0,70.0,30.0,0,32,19.0
219,Karma,"Taylor Swift, Ice Spice",2,2023.0,5,26,588,0,46142772.0,23,21,31,0,0.0,90.0,G#,Major,62.0,7.0,62.0,6.0,0,58,6.0
220,Superhero,"Future, Chris Brown, Metro Boomin",3,2022.0,12,2,2959,16,401036314.0,41,69,38,0,36.0,117.0,F,Minor,72.0,45.0,59.0,14.0,0,20,21.0
221,Las Morras,"Blessd, Peso Pluma",2,2023.0,4,4,291,8,127026613.0,8,78,4,1,1.0,133.0,A,Minor,78.0,90.0,84.0,31.0,0,7,4.0
222,Chorrito Pa Las Animas,Feid,1,2022.0,12,2,2321,36,345031710.0,29,65,34,5,3.0,96.0,G#,Minor,74.0,61.0,83.0,11.0,0,35,6.0
223,Ch Y La Pizza,"Fuerza Regida, Natanael Cano",2,2022.0,12,1,536,10,288101651.0,10,72,8,3,14.0,149.0,G#,Major,66.0,85.0,60.0,40.0,0,14,13.0
224,Snow On The Beach,"Lana Del Rey, Taylor Swift",2,2023.0,5,26,359,2,60350538.0,1,0,9,0,0.0,110.0,F#,Minor,66.0,32.0,40.0,81.0,0,11,3.0
225,Players,Coi Leray,1,2022.0,11,30,4096,6,335074782.0,118,48,143,0,240.0,105.0,F#,Major,95.0,62.0,52.0,3.0,0,5,16.0
226,Bite Me,Enhypen,1,2023.0,5,22,349,69,76767396.0,8,96,5,0,56.0,105.0,C#,Major,80.0,69.0,78.0,28.0,0,11,14.0
227,Stand By Me,"Lil Durk, Morgan Wallen",2,2023.0,5,26,381,5,46065667.0,23,82,6,0,113.0,134.0,B,Major,76.0,61.0,58.0,6.0,0,16,3.0
228,Normal,Feid,1,2022.0,7,8,2461,36,459276435.0,47,66,45,5,6.0,170.0,E,Minor,71.0,59.0,56.0,4.0,0,27,12.0
229,Hummingbird,"James Blake, Metro Boomin",2,2023.0,6,2,277,1,39666245.0,1,20,5,0,1.0,81.0,F#,Major,59.0,26.0,60.0,46.0,1,25,13.0
230,Seu Brilho Sumiu,"Israel & Rodolffo, Mari Fernandez",2,2023.0,3,1,967,5,138517666.0,7,29,51,1,29.0,154.0,F#,Major,63.0,75.0,92.0,31.0,0,91,5.0
231,Bad Habit,Steve Lacy,1,2022.0,6,29,8186,12,822633917.0,155,72,131,16,29.0,169.0,C#,Major,69.0,69.0,51.0,63.0,0,38,4.0
232,Cuff It,Beyoncé,1,2022.0,7,29,7842,10,595900742.0,215,88,330,26,23.0,115.0,G,Major,78.0,64.0,69.0,4.0,0,7,14.0
233,Lilith,"Halsey, Suga",2,2023.0,6,5,215,6,51985779.0,6,14,8,2,4.0,84.0,A,Minor,43.0,14.0,74.0,1.0,0,19,8.0
234,69,"Nicky Jam, Feid",2,2023.0,5,18,1134,22,57945987.0,39,14,48,2,3.0,93.0,G#,Major,79.0,58.0,62.0,11.0,0,11,23.0
235,Niña Bonita,"Sean Paul, Feid",2,2023.0,4,21,1305,34,115010040.0,29,26,43,5,44.0,91.0,G,Major,82.0,47.0,62.0,10.0,0,10,15.0
236,Search & Rescue,Drake,1,2023.0,4,7,2066,6,175097833.0,58,70,43,0,182.0,142.0,A#,Minor,82.0,54.0,44.0,6.0,0,33,7.0
237,America Has A Problem,"Kendrick Lamar, Beyoncé",2,2023.0,5,19,896,0,57089066.0,34,2,33,0,1.0,126.0,C#,Major,78.0,20.0,70.0,1.0,0,16,4.0
238,Lavender Haze,Taylor Swift,1,2022.0,10,21,3763,8,488386797.0,51,43,38,10,1.0,97.0,A#,Major,73.0,10.0,44.0,26.0,0,16,8.0
239,Link Up,"Wizkid, Toian, Metro Boomin, Don Toliver, Beam",5,2023.0,6,2,197,0,32761689.0,3,10,3,0,0.0,101.0,F,Major,92.0,59.0,51.0,41.0,51,26,8.0
240,Efecto,Bad Bunny,1,2022.0,5,6,4004,33,1047480053.0,34,65,43,6,2.0,98.0,G,Minor,80.0,23.0,48.0,14.0,0,6,5.0
241,Erro Gostoso,Simone Mendes,1,2023.0,1,27,984,5,153454328.0,8,57,76,2,49.0,154.0,F#,Major,59.0,63.0,89.0,18.0,0,80,9.0
242,Cupido,Tini,1,2023.0,2,14,1240,24,217672943.0,51,29,63,4,54.0,120.0,A,Major,91.0,63.0,58.0,52.0,0,31,22.0
243,Just Wanna Rock,Lil Uzi Vert,1,2022.0,10,17,3995,13,457184829.0,72,27,47,0,0.0,150.0,B,Major,49.0,4.0,55.0,7.0,0,6,3.0
244,Unstoppable,Sia,1,2016.0,1,21,7681,13,939844851.0,119,66,1145,2,0.0,174.0,A,Major,47.0,27.0,78.0,11.0,0,10,8.0
245,Until I Found You,Stephen Sanchez,1,2021.0,9,1,4427,4,726434358.0,69,100,154,20,438.0,202.0,A#,Major,34.0,25.0,51.0,69.0,0,18,4.0
246,Rich Flex,"Drake, 21 Savage",2,2022.0,11,4,4657,18,573633020.0,84,84,42,0,23.0,153.0,B,Minor,56.0,42.0,52.0,5.0,0,36,24.0
247,Easy On Me,Adele,1,2021.0,10,14,10195,20,1406111294.0,258,87,657,22,9.0,142.0,F,Major,60.0,13.0,37.0,58.0,0,13,3.0
248,Cartão B,"Mc Caverinha, Kayblack",2,2023.0,5,11,269,4,71573339.0,7,2,30,1,11.0,108.0,A,Minor,84.0,55.0,47.0,26.0,0,20,64.0
249,Danger,"Offset, Jid",2,2023.0,6,2,214,0,24975653.0,3,3,6,0,0.0,143.0,B,Major,83.0,25.0,69.0,4.0,0,23,12.0
250,Oi Balde,Zé Neto & Cristiano,1,2023.0,2,14,845,2,145458418.0,12,57,47,1,33.0,108.0,D,Major,67.0,55.0,67.0,60.0,0,80,5.0
251,The Real Slim Shady,Eminem,1,2000.0,1,1,20763,27,1424589568.0,81,53,3271,1,17.0,104.0,F,Minor,95.0,78.0,66.0,3.0,0,4,6.0
252,Mercho,"Migrantes, Lil Cake, Nico Valdi",3,2022.0,12,16,1267,20,231332117.0,41,22,56,4,84.0,93.0,F#,Minor,84.0,96.0,79.0,43.0,0,18,11.0
253,The Color Violet,Tory Lanez,1,2021.0,12,10,2585,32,415932686.0,3,79,21,1,54.0,105.0,F#,Minor,65.0,46.0,53.0,16.0,0,9,5.0
254,Glimpse Of Us,Joji,1,2022.0,6,10,6330,6,988515741.0,109,42,158,3,31.0,170.0,G#,Major,44.0,27.0,32.0,89.0,0,14,5.0
255,Mejor Que Yo,"Mambo Kingz, Dj Luian, Anuel Aa",3,2023.0,5,4,675,1,50847624.0,9,13,11,0,1.0,178.0,C#,Minor,62.0,56.0,66.0,18.0,0,12,5.0
256,Curtains,Ed Sheeran,1,2023.0,5,5,715,0,39893489.0,37,3,27,0,50.0,176.0,F#,Minor,50.0,44.0,76.0,10.0,0,32,5.0
257,Unforgiven,"Nile Rodgers, Le Sserafim",2,2023.0,5,1,327,13,92035115.0,14,110,9,0,49.0,104.0,E,Minor,80.0,38.0,88.0,11.0,0,11,5.0
258,Haegeum,Agust D,1,2023.0,4,21,244,12,118810253.0,6,84,10,2,9.0,85.0,G,Major,70.0,83.0,84.0,31.0,0,47,30.0
259,Conexões De Máfia,"Rich The Kid, Matuê",2,2023.0,4,30,385,4,77233241.0,17,7,41,1,29.0,117.0,F#,Minor,77.0,69.0,58.0,39.0,0,26,5.0
260,Mientras Me Curo Del Cora,Karol G,1,2023.0,2,24,1020,35,206399629.0,15,26,30,6,0.0,80.0,C,Major,52.0,57.0,48.0,86.0,0,15,39.0
261,Never Felt So Alone,Labrinth,1,2023.0,4,7,1730,3,117747907.0,46,5,51,0,20.0,98.0,F,Major,44.0,36.0,41.0,50.0,0,38,5.0
262,X Si Volvemos,"Karol G, Romeo Santos",2,2023.0,2,2,2127,33,266624541.0,45,80,53,8,4.0,178.0,C#,Minor,79.0,58.0,78.0,34.0,0,11,25.0
263,Ceilings,Lizzy Mcalpine,1,2022.0,4,8,3242,9,293186992.0,67,55,48,0,6.0,148.0,A,Major,51.0,27.0,33.0,48.0,0,22,3.0
264,Cupid,Fifty Fifty,1,2023.0,2,24,526,10,139681964.0,15,93,30,0,320.0,120.0,D,Major,77.0,94.0,66.0,65.0,0,38,3.0
265,I Am,Ive,1,2023.0,4,10,366,15,123132751.0,16,102,7,0,55.0,122.0,E,Minor,68.0,38.0,88.0,1.0,0,8,5.0
267,Shorty Party,"Cartel De Santa, La Kelly",2,2023.0,3,4,432,12,162887075.0,8,14,12,2,33.0,96.0,D,Major,93.0,47.0,47.0,33.0,0,10,36.0
268,Super,Seventeen,1,2023.0,4,24,271,12,91221625.0,16,103,9,0,55.0,137.0,G#,Major,77.0,35.0,88.0,16.0,0,17,9.0
269,Slut Me Out,Nle Choppa,1,2022.0,4,22,816,4,190490915.0,21,4,13,0,4.0,121.0,F#,Minor,94.0,71.0,61.0,12.0,0,53,42.0
270,Double Fantasy,"The Weeknd, Future",2,2023.0,4,21,1169,0,96180277.0,36,65,28,0,0.0,119.0,A,Minor,60.0,10.0,57.0,1.0,0,50,3.0
271,All Of The Girls You Loved Before,Taylor Swift,1,2019.0,8,23,1282,6,185240616.0,26,6,19,0,5.0,96.0,D,Major,72.0,40.0,47.0,71.0,0,13,4.0
272,Provenza,Karol G,1,2022.0,4,21,6587,34,885093467.0,114,104,147,11,20.0,111.0,C#,Major,87.0,53.0,52.0,66.0,1,11,5.0
273,Princess Diana,"Nicki Minaj, Ice Spice",2,2023.0,4,14,1444,4,104992946.0,0,0,0,0,0.0,148.0,A,Major,90.0,74.0,68.0,14.0,0,10,19.0
274,Di Que Si,"Grupo Marca Registrada, Grupo Frontera",2,2023.0,2,3,356,10,147290338.0,4,64,4,2,37.0,182.0,A,Major,57.0,80.0,59.0,8.0,0,6,5.0
275,Shivers,Ed Sheeran,1,2021.0,9,9,10147,30,1302184087.0,234,71,543,18,0.0,141.0,D,Major,79.0,82.0,86.0,28.0,0,4,9.0
276,Igualito A Mi Apá,"Fuerza Regida, Peso Pluma",2,2022.0,12,30,265,6,158950978.0,8,84,5,1,4.0,145.0,E,Minor,76.0,80.0,81.0,19.0,0,6,9.0
277,Shoong!,"Taeyang, Lisa",2,2023.0,4,25,351,9,76910644.0,16,90,10,0,64.0,110.0,B,Minor,76.0,26.0,70.0,1.0,0,41,6.0
278,Komang,Raim Laode,1,2022.0,8,16,158,4,137123880.0,5,6,1,1,18.0,134.0,G,Major,70.0,35.0,41.0,41.0,0,10,3.0
279,Despechá,Rosalía,1,2022.0,7,28,7613,33,782369383.0,180,90,422,15,55.0,130.0,G,Major,92.0,78.0,62.0,18.0,0,6,10.0
280,Made You Look,Meghan Trainor,1,2022.0,10,21,3956,6,502574952.0,142,23,127,3,16.0,145.0,A#,Major,84.0,88.0,53.0,35.0,0,8,7.0
281,Watch This,"Sped Up Nightcore, Arizonatears, Lil Uzi Vert",3,2023.0,2,5,1638,10,207033255.0,0,0,21,0,0.0,130.0,B,Minor,69.0,36.0,90.0,1.0,10,15,4.0
282,No Se Va,Grupo Frontera,1,2022.0,4,28,924,18,404887295.0,17,80,22,9,38.0,173.0,C,Major,59.0,69.0,53.0,12.0,0,23,3.0
283,Punto G,Quevedo,1,2022.0,11,4,1985,35,381161027.0,34,26,37,5,1.0,92.0,B,Minor,75.0,55.0,76.0,25.0,0,10,15.0
284,Lovers Rock,Tv Girl,1,2014.0,6,5,6339,13,466231982.0,3,1,36,1,37.0,105.0,F,Minor,56.0,57.0,87.0,0.0,1,10,4.0
285,Metamorphosis,Interworld,1,2021.0,11,25,1561,24,357580552.0,18,78,24,0,30.0,175.0,G,Minor,59.0,15.0,64.0,43.0,90,12,10.0
286,Mami Chula,"Quevedo, Jhayco",2,2023.0,4,27,875,4,61105704.0,17,13,27,0,43.0,120.0,G,Minor,80.0,33.0,70.0,22.0,0,9,4.0
287,En Paris,"El Chachito, Junior H",2,2022.0,12,24,406,5,198275403.0,3,31,2,1,0.0,139.0,D#,Minor,70.0,77.0,48.0,37.0,0,12,5.0
288,Set Me Free Pt.2,Jimin,1,2023.0,3,17,340,13,168448603.0,4,71,16,1,9.0,132.0,C,Minor,59.0,56.0,82.0,12.0,0,12,6.0
289,I Was Never There,"The Weeknd, Gesaffelstein",2,2018.0,3,29,4188,15,705469769.0,30,70,142,0,27.0,114.0,A#,Major,32.0,17.0,74.0,14.0,0,17,3.0
290,Don'T Ever Say Love Me,"Rm, Colde",2,2023.0,5,4,105,0,34502215.0,5,9,5,0,0.0,145.0,B,Minor,54.0,19.0,48.0,36.0,0,37,5.0
291,Shut Down,Blackpink,1,2022.0,9,16,1524,17,482175240.0,53,120,62,0,2.0,110.0,C,Major,82.0,67.0,69.0,0.0,0,18,4.0
292,Gato De Noche,"Nengo Flow, Bad Bunny",2,2022.0,12,22,2651,30,304118600.0,21,55,32,3,0.0,94.0,G#,Major,89.0,61.0,66.0,17.0,0,36,16.0
293,Call Out My Name,The Weeknd,1,2018.0,3,29,11087,6,1449799467.0,151,107,801,1,105.0,134.0,C#,Major,45.0,17.0,60.0,21.0,0,33,4.0
294,Like Crazy,Jimin,1,2023.0,3,24,373,19,173627354.0,4,72,5,0,5.0,120.0,G,Major,62.0,32.0,76.0,0.0,0,39,4.0
295,Rosa Pastel,"Jasiel Nuñez, Peso Pluma",2,2023.0,2,2,200,4,90025258.0,8,77,2,1,1.0,123.0,G,Minor,70.0,86.0,68.0,24.0,0,11,4.0
296,Sunroof,"Nicky Youre, Dazy",2,2021.0,12,3,3741,17,652704649.0,156,35,110,19,0.0,131.0,A#,Major,77.0,84.0,71.0,35.0,0,15,4.0
297,Lose Yourself,Eminem,1,2002.0,1,1,32502,21,1829992958.0,247,54,5567,1,51.0,171.0,D,Major,70.0,6.0,73.0,1.0,0,36,26.0
298,Superman,"Eminem, Dina Rae",2,2002.0,5,26,7615,14,655466831.0,18,51,1005,0,0.0,130.0,E,Minor,80.0,64.0,76.0,2.0,0,20,6.0
299,Mas Rica Que Ayer,"Mambo Kingz, Dj Luian, Anuel Aa",3,2023.0,3,2,1208,34,146409671.0,10,41,20,0,1.0,94.0,B,Major,82.0,53.0,67.0,34.0,0,9,8.0
300,People Pt.2,"Iu, Agust D",2,2023.0,4,7,209,4,95816024.0,4,45,11,2,24.0,89.0,G,Minor,73.0,44.0,57.0,39.0,0,32,6.0
301,Remix Exclusivo,Feid,1,2023.0,3,17,1235,9,117206995.0,20,8,15,0,6.0,87.0,F,Minor,65.0,71.0,56.0,4.0,0,15,20.0
302,"Arcángel: Bzrp Music Sessions, Vol 53","Arcangel, Bizarrap",2,2023.0,3,22,654,3,100409613.0,11,3,18,1,1.0,124.0,B,Minor,72.0,79.0,78.0,55.0,0,15,30.0
303,Dogtooth,Tyler The Creator,1,2023.0,3,27,1479,0,80758350.0,23,0,18,0,33.0,78.0,G#,Major,71.0,80.0,65.0,51.0,0,22,32.0
304,10:35,"Tiësto, Tate Mcrae",2,2022.0,11,1,4942,26,325592432.0,190,104,147,18,63.0,120.0,G#,Major,70.0,70.0,79.0,7.0,0,18,10.0
305,Sorry Not Sorry,Tyler The Creator,1,2023.0,3,31,709,0,58473276.0,8,1,13,0,0.0,96.0,F#,Minor,48.0,50.0,80.0,40.0,0,37,20.0
306,Happy,Nf,1,2023.0,3,25,660,0,52722996.0,22,7,11,0,78.0,106.0,G,Major,73.0,22.0,86.0,31.0,0,12,4.0
307,La Bebe,Yng Lvcas,1,2021.0,12,24,489,17,191945597.0,4,11,5,1,2.0,170.0,D,Minor,78.0,75.0,46.0,62.0,0,12,35.0
308,I Know,"Kanii, Pr1Isvx",2,2023.0,3,24,407,0,77377503.0,16,15,5,0,1.0,134.0,B,Minor,67.0,11.0,76.0,8.0,47,30,7.0
309,Late Night Talking,Harry Styles,1,2022.0,5,20,7461,8,743693613.0,166,42,199,16,58.0,115.0,A#,Major,71.0,90.0,73.0,30.0,0,11,5.0
310,Leão,Marília Mendonça,1,2022.0,12,9,993,4,267789608.0,30,84,88,1,28.0,130.0,F#,Major,74.0,79.0,87.0,45.0,0,30,3.0
311,Save Your Tears,"Ariana Grande, The Weeknd",2,2020.0,3,20,9161,5,1221813483.0,240,98,468,3,10.0,118.0,C,Major,65.0,63.0,79.0,3.0,0,10,3.0
312,Something In The Orange,Zach Bryan,1,2022.0,4,22,3282,12,449701773.0,67,84,46,16,117.0,110.0,G,Major,59.0,22.0,38.0,42.0,0,12,3.0
313,Void,Melanie Martinez,1,2023.0,3,29,596,0,67070410.0,29,9,12,0,52.0,100.0,A,Major,72.0,42.0,66.0,18.0,4,19,4.0
